otu_id	assignment
denovo21786	Leptotrichia_wadei
denovo21788	Solobacterium_moorei
denovo21792	Alloprevotella_tannerae
denovo21793	Moraxella_nonliquefaciens
denovo21795	Porphyromonas_catoniae
denovo21796	Leptotrichia_wadei
denovo21797	Porphyromonas_catoniae
denovo21798	Gemella_sanguinis
denovo2180	Streptococcus_infantis
denovo21800	Anaerococcus_octavius
denovo21804	Prevotella_oris
denovo21808	Arenimonas_composti
denovo21809	Shuttleworthia_satelles
denovo21810	Paludibacter_propionicigenes
denovo21812	Neisseria_cinerea
denovo21814	Alloprevotella_rava
denovo21820	Streptococcus_salivarius_subsp._salivarius
denovo21826	Porphyromonas_catoniae
denovo21827	Porphyromonas_catoniae
denovo21828	Centipeda_periodontii
denovo21829	Staphylococcus_aureus_subsp._anaerobius
denovo21830	Prevotella_jejuni
denovo21831	Neisseria_cinerea
denovo21833	Parabacteroides_distasonis
denovo21834	Prevotella_jejuni
denovo21835	Corynebacterium_xerosis
denovo21836	Staphylococcus_aureus_subsp._anaerobius
denovo21838	Veillonella_tobetsuensis
denovo21839	Eubacterium_yurii_subsp._margaretiae
denovo21841	Streptococcus_mitis
denovo21842	Streptococcus_infantis
denovo21844	Staphylococcus_epidermidis
denovo21845	Moraxella_catarrhalis
denovo21847	Streptococcus_dentisani
denovo21848	Prevotella_jejuni
denovo21849	Prevotella_nanceiensis
denovo21850	Leptotrichia_wadei
denovo21851	Prevotella_oralis
denovo21854	Prevotella_nanceiensis
denovo21856	Capnocytophaga_gingivalis
denovo21857	Veillonella_tobetsuensis
denovo21858	Alloprevotella_tannerae
denovo21860	Veillonella_parvula
denovo21861	Streptococcus_anginosus
denovo21863	Fusobacterium_nucleatum_subsp._vincentii
denovo21864	Veillonella_atypica
denovo21865	Granulicatella_adiacens
denovo21866	Prevotella_saccharolytica
denovo21868	Veillonella_ratti
denovo21869	Rothia_mucilaginosa
denovo21870	Megasphaera_micronuciformis
denovo21872	Prevotella_oulorum
denovo21873	Bacteroides_faecichinchillae
denovo21874	Streptococcus_infantis
denovo21877	Actinomyces_urogenitalis
denovo21879	Streptococcus_gordonii
denovo21880	Gemmiger_formicilis
denovo21884	Streptococcus_parasanguinis
denovo21885	Streptococcus_mitis
denovo21886	Anaerococcus_lactolyticus
denovo21889	Lactobacillus_gasseri
denovo21892	Porphyromonas_catoniae
denovo21894	Fusobacterium_nucleatum_subsp._vincentii
denovo21897	Prevotella_denticola
denovo21898	Staphylococcus_aureus_subsp._anaerobius
denovo219	Stomatobaculum_longum
denovo21902	Capnocytophaga_granulosa
denovo21905	Marinospirillum_celere
denovo21906	Arthrobacter_alkaliphilus
denovo21908	Streptococcus_oralis
denovo21909	Kingella_denitrificans
denovo2191	Prevotella_oulorum
denovo21910	Prevotella_melaninogenica
denovo21911	Fusobacterium_naviforme
denovo21912	Pasteurella_aerogenes
denovo21917	Granulicatella_adiacens
denovo21919	Prevotella_melaninogenica
denovo21923	Streptococcus_constellatus_subsp._constellatus
denovo21927	Granulicatella_adiacens
denovo21928	Prevotella_nanceiensis
denovo21929	Slackia_exigua
denovo21931	Gordonibacter_urolithinfaciens
denovo21932	Fusobacterium_nucleatum_subsp._vincentii
denovo21933	Phenylobacterium_falsum
denovo21935	Prevotella_pleuritidis
denovo21937	Lactobacillus_fermentum
denovo21938	Streptococcus_gordonii
denovo21939	Granulicatella_adiacens
denovo2194	Porphyromonas_catoniae
denovo21941	Oribacterium_sinus
denovo21942	Fusobacterium_nucleatum_subsp._polymorphum
denovo21943	Haemophilus_influenzae
denovo21944	Alloscardovia_omnicolens
denovo2195	Prevotella_jejuni
denovo21950	Porphyromonas_gingivalis
denovo21951	Prevotella_oris
denovo21953	Actinomyces_cardiffensis
denovo21954	Rothia_mucilaginosa
denovo21955	Lachnoanaerobaculum_orale
denovo21957	Ureaplasma_parvum
denovo21960	Leptotrichia_buccalis
denovo21961	Beijerinckia_doebereinerae
denovo21962	Oceanibaculum_pacificum
denovo21963	Enterococcus_faecalis
denovo2197	Oceanibaculum_pacificum
denovo21970	Selenomonas_infelix
denovo21972	Prevotella_loescheii
denovo21976	Neisseria_animaloris
denovo21977	Flavisolibacter_ginsengisoli
denovo21978	Atopobium_rimae
denovo21980	Streptococcus_lactarius
denovo21981	Prevotella_denticola
denovo21984	Capnocytophaga_leadbetteri
denovo21987	Actinomyces_meyeri
denovo21990	Dialister_invisus
denovo21994	Staphylococcus_aureus_subsp._anaerobius
denovo21995	Peptoniphilus_duerdenii
denovo21996	Actinomyces_oris
denovo21997	Porphyromonas_catoniae
denovo21998	Altererythrobacter_marinus
denovo21999	Actinomyces_turicensis
denovo22	Flavitalea_gansuensis
denovo220	Streptococcus_salivarius_subsp._salivarius
denovo22000	Alloprevotella_tannerae
denovo22001	Prevotella_denticola
denovo22003	Granulicatella_adiacens
denovo22004	Rothia_mucilaginosa
denovo22005	Streptococcus_gordonii
denovo22006	Ureaplasma_parvum
denovo22009	Streptococcus_vestibularis
denovo22012	Porphyromonas_catoniae
denovo22017	Bacillus_persicus
denovo22020	Streptococcus_parasanguinis
denovo22022	Veillonella_denticariosi
denovo22024	Corynebacterium_xerosis
denovo22025	Prevotella_pallens
denovo22026	Tannerella_forsythia
denovo22027	Veillonella_denticariosi
denovo22030	Streptococcus_salivarius_subsp._salivarius
denovo22032	Streptococcus_dentisani
denovo22033	Streptococcus_gordonii
denovo22036	Microbacterium_phyllosphaerae
denovo22039	Granulicatella_adiacens
denovo22041	Iamia_majanohamensis
denovo22043	Brevibacterium_paucivorans
denovo22044	Schwartzia_succinivorans
denovo22045	Prevotella_histicola
denovo22048	Fusobacterium_nucleatum_subsp._polymorphum
denovo22049	Granulicatella_adiacens
denovo22051	Streptococcus_parasanguinis
denovo22053	Staphylococcus_epidermidis
denovo22054	Streptococcus_peroris
denovo22055	Prevotella_loescheii
denovo2206	Prevotella_denticola
denovo22060	Granulicatella_adiacens
denovo22061	Veillonella_parvula
denovo22064	Fusobacterium_nucleatum_subsp._vincentii
denovo22065	Rhizobium_daejeonense
denovo22067	Stomatobaculum_longum
denovo22068	Treponema_medium
denovo22070	Capnocytophaga_gingivalis
denovo22071	Abiotrophia_defectiva
denovo22074	Stomatobaculum_longum
denovo22075	Alloprevotella_tannerae
denovo22078	Parvimonas_micra
denovo22079	Pasteurella_aerogenes
denovo22081	Bacteroides_acidifaciens
denovo22082	Veillonella_tobetsuensis
denovo22083	Fusobacterium_canifelinum
denovo22085	Veillonella_tobetsuensis
denovo22086	Yaniella_halotolerans
denovo22089	Streptococcus_dentisani
denovo2209	Rothia_mucilaginosa
denovo22090	Actinomyces_oris
denovo22093	Ruania_albidiflava
denovo22095	Atopobium_parvulum
denovo22096	Streptococcus_gordonii
denovo22099	Staphylococcus_aureus_subsp._anaerobius
denovo221	Prevotella_histicola
denovo22100	Actinomyces_turicensis
denovo22103	Veillonella_tobetsuensis
denovo22106	Agrococcus_carbonis
denovo22113	Dialister_invisus
denovo22122	Prevotella_nanceiensis
denovo22123	Neisseria_sicca
denovo22124	Fusobacterium_canifelinum
denovo22129	Corynebacterium_simulans
denovo2213	Treponema_socranskii_subsp._socranskii
denovo22130	Streptococcus_parasanguinis
denovo22132	Lachnoanaerobaculum_umeaense
denovo22135	Porphyromonas_catoniae
denovo22139	Tannerella_forsythia
denovo2214	Veillonella_denticariosi
denovo22142	Oscillibacter_valericigenes
denovo22143	Fusobacterium_nucleatum_subsp._vincentii
denovo22145	Bryobacter_aggregatus
denovo22147	Streptococcus_gallinaceus
denovo2215	Prevotella_oris
denovo22150	Staphylococcus_caprae
denovo22152	Veillonella_denticariosi
denovo22153	Atopobium_parvulum
denovo22155	Porphyromonas_catoniae
denovo22156	Prevotella_oris
denovo22158	Prevotella_jejuni
denovo22159	Anaerococcus_lactolyticus
denovo22160	Prevotella_loescheii
denovo22161	Fusobacterium_nucleatum_subsp._polymorphum
denovo22166	Prevotella_nigrescens
denovo22167	Veillonella_parvula
denovo22168	Lactobacillus_acidophilus
denovo22170	Veillonella_denticariosi
denovo22172	Prevotella_melaninogenica
denovo22174	Pseudoxanthomonas_taiwanensis
denovo22179	Capnocytophaga_sputigena
denovo2218	Streptococcus_parasanguinis
denovo22180	Prevotella_melaninogenica
denovo22181	Veillonella_atypica
denovo22182	Leptotrichia_wadei
denovo22183	Parvimonas_micra
denovo22186	Ureaplasma_parvum
denovo22187	Prevotella_oris
denovo22189	Rothia_mucilaginosa
denovo2219	Treponema_lecithinolyticum
denovo22191	Dialister_invisus
denovo22194	Actinomyces_bowdenii
denovo22196	Dialister_pneumosintes
denovo22198	Veillonella_parvula
denovo22199	Enterococcus_faecalis
denovo22203	Prevotella_oris
denovo22204	Prevotella_nanceiensis
denovo22206	Staphylococcus_epidermidis
denovo22207	Haemophilus_influenzae
denovo22208	Porphyromonas_catoniae
denovo22209	Parvimonas_micra
denovo2221	Prevotella_salivae
denovo22210	Anaeroglobus_geminatus
denovo22211	Streptococcus_pneumoniae
denovo22214	Streptococcus_pseudopneumoniae
denovo22216	Streptococcus_australis
denovo22218	Fusobacterium_nucleatum_subsp._polymorphum
denovo22219	Corynebacterium_simulans
denovo22220	Paraprevotella_xylaniphila
denovo22225	Selenomonas_sputigena
denovo22229	Prevotella_denticola
denovo2223	Streptococcus_alactolyticus
denovo22230	Alloprevotella_tannerae
denovo22231	Streptococcus_constellatus_subsp._constellatus
denovo22235	Olsenella_uli
denovo22236	Staphylococcus_haemolyticus
denovo22237	Actinomyces_meyeri
denovo22238	Corynebacterium_singulare
denovo22239	Lachnoanaerobaculum_orale
denovo2224	Prevotella_jejuni
denovo22240	Fusobacterium_nucleatum_subsp._polymorphum
denovo22241	Streptococcus_pseudopneumoniae
denovo22243	Dialister_invisus
denovo22245	Porphyromonas_catoniae
denovo22252	Corynebacterium_riegelii
denovo22253	Actinomyces_massiliensis
denovo22257	Rothia_dentocariosa
denovo22260	Solobacterium_moorei
denovo22261	Corynebacterium_pseudodiphtheriticum
denovo22263	Stomatobaculum_longum
denovo22265	Enterococcus_faecalis
denovo22266	Prevotella_loescheii
denovo22268	Streptococcus_mitis
denovo22269	Porphyromonas_gingivalis
denovo2227	Prevotella_pallens
denovo22272	Fretibacterium_fastidiosum
denovo22273	Macrococcus_equipercicus
denovo22274	Veillonella_parvula
denovo22275	Porphyromonas_catoniae
denovo22278	Paenibacillus_edaphicus
denovo2228	Staphylococcus_epidermidis
denovo22281	Campylobacter_concisus
denovo22283	Prevotella_oris
denovo22285	Gluconobacter_wancherniae
denovo22287	Polyangium_fumosum
denovo22291	Prevotella_baroniae
denovo22295	Dialister_invisus
denovo22299	Howardella_ureilytica
denovo2230	Fusobacterium_nucleatum_subsp._vincentii
denovo22302	Rothia_mucilaginosa
denovo22303	Veillonella_tobetsuensis
denovo22304	Porphyromonas_catoniae
denovo22305	Staphylococcus_epidermidis
denovo22306	Streptococcus_parasanguinis
denovo22307	Schwartzia_succinivorans
denovo22309	Corynebacterium_simulans
denovo2231	Veillonella_criceti
denovo22310	Howardella_ureilytica
denovo22313	Prevotella_pallens
denovo22315	Streptococcus_anginosus
denovo22317	Prevotella_denticola
denovo22318	Porphyromonas_catoniae
denovo22319	Veillonella_parvula
denovo22321	Anaerococcus_tetradius
denovo22322	Prevotella_histicola
denovo22329	Corynebacterium_simulans
denovo2233	Ruminococcus_obeum
denovo22333	Schwartzia_succinivorans
denovo22334	Catonella_morbi
denovo22335	Prevotella_denticola
denovo22336	Prevotella_baroniae
denovo22337	Campylobacter_concisus
denovo22338	Streptococcus_mitis
denovo22339	Corynebacterium_tuberculostearicum
denovo2234	Veillonella_denticariosi
denovo22341	Lachnoanaerobaculum_orale
denovo22343	Prevotella_pallens
denovo22345	Actinobacillus_lignieresii
denovo22349	Streptococcus_vestibularis
denovo2235	Neisseria_wadsworthii
denovo22351	Prevotella_copri
denovo22354	Prevotella_pleuritidis
denovo22355	Lactobacillus_casei
denovo22356	Tannerella_forsythia
denovo22359	Staphylococcus_epidermidis
denovo2236	Prevotella_pallens
denovo22362	Prevotella_oris
denovo22363	Streptococcus_peroris
denovo22364	Atopobium_rimae
denovo22365	Prevotella_oris
denovo22367	Microbacterium_kitamiense
denovo22368	Dialister_micraerophilus
denovo22375	Dialister_pneumosintes
denovo22377	Leptotrichia_wadei
denovo22379	Prevotella_baroniae
denovo22381	Alloprevotella_rava
denovo22382	Porphyromonas_catoniae
denovo22384	Veillonella_denticariosi
denovo22387	Prevotella_melaninogenica
denovo22388	Herbaspirillum_huttiense_subsp._huttiense
denovo22393	Neisseria_oralis
denovo22396	Sporobacter_termitidis
denovo22399	Mycobacterium_moriokaense
denovo224	Veillonella_parvula
denovo22400	Veillonella_denticariosi
denovo22401	Treponema_lecithinolyticum
denovo22405	Clostridium_fimetarium
denovo22406	Dialister_invisus
denovo22408	Parvimonas_micra
denovo22410	Herbaspirillum_chlorophenolicum
denovo22412	Gemella_haemolysans
denovo22415	Porphyromonas_catoniae
denovo22416	Anaeroglobus_geminatus
denovo22417	Prevotella_salivae
denovo22418	Propionibacterium_acnes
denovo22419	Streptococcus_infantis
denovo2242	Leptotrichia_wadei
denovo22421	Actinomyces_dentalis
denovo22424	Porphyromonas_gingivalis
denovo22428	Actinomyces_meyeri
denovo22429	Ureaplasma_parvum
denovo2243	Prevotella_jejuni
denovo22430	Oribacterium_sinus
denovo22431	Paludibacter_propionicigenes
denovo22434	Anaerococcus_octavius
denovo22435	Veillonella_magna
denovo22439	Prevotella_melaninogenica
denovo22443	Parvimonas_micra
denovo22444	Staphylococcus_aureus_subsp._anaerobius
denovo22445	Veillonella_denticariosi
denovo22446	Granulicatella_adiacens
denovo22449	Staphylococcus_epidermidis
denovo22451	Porphyromonas_catoniae
denovo22452	Prevotella_melaninogenica
denovo22455	Actinomyces_odontolyticus
denovo22459	Streptococcus_parasanguinis
denovo22460	Prevotella_melaninogenica
denovo22461	Pseudonocardia_carboxydivorans
denovo22462	Treponema_denticola
denovo22464	Eikenella_corrodens
denovo22465	Streptococcus_constellatus_subsp._constellatus
denovo22467	Streptococcus_mitis
denovo22469	Enterococcus_faecalis
denovo22470	Prevotella_denticola
denovo22472	Enterococcus_faecalis
denovo22473	Prevotella_jejuni
denovo22477	Gemella_morbillorum
denovo22478	Ruminococcus_obeum
denovo22480	Parvimonas_micra
denovo22481	Bacteroides_acidifaciens
denovo22482	Streptococcus_dentisani
denovo22484	Prevotella_pallens
denovo22485	Deinococcus_wulumuqiensis
denovo22487	Prevotella_loescheii
denovo22489	Veillonella_parvula
denovo2249	Veillonella_magna
denovo22490	Prevotella_jejuni
denovo22492	Alloprevotella_tannerae
denovo22493	Streptococcus_dentisani
denovo22495	Streptococcus_peroris
denovo22496	Prevotella_salivae
denovo22497	Veillonella_criceti
denovo22502	Veillonella_denticariosi
denovo22504	Diaphorobacter_nitroreducens
denovo22505	Alloprevotella_rava
denovo22509	Geodermatophilus_africanus
denovo2251	Prevotella_histicola
denovo22510	Streptococcus_cristatus
denovo22513	Capnocytophaga_sputigena
denovo22515	Streptococcus_oralis
denovo22518	Alloprevotella_rava
denovo22519	Staphylococcus_epidermidis
denovo22520	Atopobium_vaginae
denovo22521	Porphyromonas_catoniae
denovo22522	Prevotella_oulorum
denovo22523	Fusobacterium_nucleatum_subsp._vincentii
denovo22525	Prevotella_oralis
denovo22526	Streptococcus_pseudopneumoniae
denovo22529	Prevotella_melaninogenica
denovo22531	Sporobacterium_olearium
denovo22532	Actinomyces_naeslundii
denovo22533	Veillonella_tobetsuensis
denovo22536	Porphyromonas_catoniae
denovo22540	Corynebacterium_simulans
denovo22541	Streptococcus_salivarius_subsp._salivarius
denovo22543	Corynebacterium_afermentans_subsp._afermentans
denovo22544	Actinomyces_urogenitalis
denovo22546	Prevotella_jejuni
denovo22547	Haemophilus_parainfluenzae
denovo22551	Streptococcus_gordonii
denovo22552	Prevotella_jejuni
denovo22554	Pedobacter_composti
denovo22556	Fusobacterium_naviforme
denovo2256	Neisseria_subflava
denovo22560	Corynebacterium_tuscaniense
denovo22561	Prevotella_melaninogenica
denovo22562	Prevotella_shahii
denovo22567	Prevotella_nigrescens
denovo2257	Parvimonas_micra
denovo22571	Porphyromonas_gulae
denovo22574	Porphyromonas_catoniae
denovo22575	Prevotella_jejuni
denovo22576	Elizabethkingia_miricola
denovo22577	Streptococcus_oralis
denovo22579	Streptococcus_pseudopneumoniae
denovo22580	Lachnoanaerobaculum_saburreum
denovo22583	Corynebacterium_singulare
denovo22584	Centipeda_periodontii
denovo22586	Prevotella_histicola
denovo22592	Actinomyces_massiliensis
denovo22596	Veillonella_atypica
denovo22601	Lachnoanaerobaculum_orale
denovo22603	Prevotella_veroralis
denovo22605	Veillonella_tobetsuensis
denovo22607	Capnocytophaga_gingivalis
denovo22608	Streptococcus_tigurinus
denovo22612	Actinomyces_gerencseriae
denovo22613	Prevotella_denticola
denovo22615	Macellibacteroides_fermentans
denovo22616	Veillonella_tobetsuensis
denovo22617	Porphyromonas_catoniae
denovo22618	Streptococcus_anginosus_subsp._whileyi
denovo22619	Sphingomonas_daechungensis
denovo22621	Lachnoanaerobaculum_umeaense
denovo22622	Streptococcus_cristatus
denovo22627	Porphyromonas_catoniae
denovo22628	Veillonella_parvula
denovo2263	Granulicatella_adiacens
denovo22630	Streptococcus_cristatus
denovo22634	Streptococcus_cristatus
denovo22635	Paralcaligenes_ureilyticus
denovo22636	Lachnoanaerobaculum_orale
denovo22638	Capnocytophaga_gingivalis
denovo22645	Phascolarctobacterium_succinatutens
denovo22647	Staphylococcus_epidermidis
denovo22649	Porphyromonas_catoniae
denovo2265	Prevotella_melaninogenica
denovo22650	Neisseria_oralis
denovo22654	Prevotella_melaninogenica
denovo22655	Corynebacterium_tuberculostearicum
denovo22656	Veillonella_parvula
denovo22657	Prevotella_veroralis
denovo2266	Haemophilus_parainfluenzae
denovo22661	Streptococcus_alactolyticus
denovo22663	Abiotrophia_defectiva
denovo22664	Veillonella_criceti
denovo22667	Veillonella_denticariosi
denovo22668	Actinomyces_graevenitzii
denovo22670	Howardella_ureilytica
denovo22671	Gemella_morbillorum
denovo22676	Prevotella_oris
denovo22677	Actinomyces_graevenitzii
denovo2268	Prevotella_saccharolytica
denovo22680	Acinetobacter_calcoaceticus
denovo22685	Rothia_mucilaginosa
denovo22686	Neisseria_sicca
denovo22688	Oribacterium_sinus
denovo2269	Neisseria_sicca
denovo22692	Prevotella_pallens
denovo22693	Capnocytophaga_leadbetteri
denovo22695	Leptotrichia_shahii
denovo22696	Collinsella_aerofaciens
denovo22698	Fusobacterium_naviforme
denovo22699	Corynebacterium_simulans
denovo227	Gaiella_occulta
denovo2270	Prevotella_loescheii
denovo22701	Prevotella_oris
denovo22702	Azoarcus_buckelii
denovo2271	Veillonella_tobetsuensis
denovo22710	Streptococcus_infantis
denovo22712	Actinomyces_oris
denovo22716	Paracoccus_limosus
denovo22719	Alloprevotella_tannerae
denovo2272	Campylobacter_concisus
denovo22721	Prevotella_denticola
denovo22722	Staphylococcus_epidermidis
denovo2273	Lactobacillus_vaginalis
denovo22730	Porphyromonas_catoniae
denovo22731	Staphylococcus_aureus_subsp._anaerobius
denovo22734	Streptococcus_parasanguinis
denovo22736	Actinomyces_meyeri
denovo22737	Veillonella_tobetsuensis
denovo22740	Neisseria_flavescens
denovo22741	Atopobium_rimae
denovo22744	Sulfurospirillum_deleyianum
denovo22745	Veillonella_tobetsuensis
denovo22746	Tropheryma_whipplei
denovo22747	Granulicatella_adiacens
denovo22748	Prevotella_dentasini
denovo22749	Prevotella_veroralis
denovo2275	Prevotella_jejuni
denovo22751	Alloprevotella_tannerae
denovo22754	Alloprevotella_rava
denovo22757	Prevotella_oralis
denovo2276	Veillonella_parvula
denovo22761	Prevotella_melaninogenica
denovo22769	Porphyromonas_catoniae
denovo2277	Campylobacter_rectus
denovo22771	Phytohabitans_suffuscus
denovo22774	Granulicatella_elegans
denovo22776	Prevotella_multiformis
denovo22777	Atopobium_rimae
denovo22778	Neisseria_sicca
denovo22779	Streptococcus_anginosus
denovo22780	Mycoplasma_faucium
denovo22781	Olsenella_profusa
denovo22784	Granulicatella_elegans
denovo22789	Staphylococcus_aureus_subsp._anaerobius
denovo22790	Skermanella_parooensis
denovo22796	Atopobium_rimae
denovo22797	Streptococcus_parasanguinis
denovo22804	Porphyromonas_catoniae
denovo22807	Atopobium_vaginae
denovo22808	Lachnoanaerobaculum_orale
denovo22809	Atopobium_parvulum
denovo2281	Streptococcus_constellatus_subsp._constellatus
denovo22811	Howardella_ureilytica
denovo22812	Asteroleplasma_anaerobium
denovo22814	Actinomyces_turicensis
denovo22815	Megasphaera_micronuciformis
denovo22817	Veillonella_criceti
denovo2282	Prevotella_saccharolytica
denovo22821	Capnocytophaga_leadbetteri
denovo22822	Capnocytophaga_leadbetteri
denovo22825	Staphylococcus_epidermidis
denovo22826	Veillonella_denticariosi
denovo22828	Ureaplasma_parvum
denovo22829	Phocaeicola_abscessus
denovo22833	Fusobacterium_nucleatum_subsp._vincentii
denovo22837	Porphyromonas_catoniae
denovo22838	Prevotella_denticola
denovo22839	Prevotella_saccharolytica
denovo2284	Eubacterium_brachy
denovo22841	Porphyromonas_catoniae
denovo22842	Staphylococcus_epidermidis
denovo22844	Bacteroides_plebeius
denovo22847	Ureaplasma_parvum
denovo22849	Granulicatella_adiacens
denovo2285	Porphyromonas_gingivalis
denovo22850	Prevotella_oris
denovo22852	Howardella_ureilytica
denovo22855	Streptococcus_vestibularis
denovo22856	Prevotella_histicola
denovo22857	Porphyromonas_catoniae
denovo22859	Corynebacterium_simulans
denovo22860	Clostridium_pasteurianum
denovo22862	Actinomyces_oris
denovo22865	Veillonella_denticariosi
denovo22866	Streptococcus_oralis
denovo22868	Staphylococcus_epidermidis
denovo22870	Streptococcus_intermedius
denovo22873	Porphyromonas_catoniae
denovo22877	Prevotella_jejuni
denovo2288	Actinomyces_ruminicola
denovo22882	Fusobacterium_nucleatum_subsp._nucleatum
denovo22884	Streptococcus_parasanguinis
denovo22887	Treponema_lecithinolyticum
denovo22889	Streptococcus_vestibularis
denovo2289	Moraxella_catarrhalis
denovo22890	Prevotella_histicola
denovo22892	Oribacterium_sinus
denovo22895	Fusobacterium_nucleatum_subsp._polymorphum
denovo22896	Prevotella_pallens
denovo22898	Porphyromonas_gingivalis
denovo22899	Staphylococcus_epidermidis
denovo2290	Prevotella_oulorum
denovo22900	Streptococcus_pseudopneumoniae
denovo22901	Porphyromonas_catoniae
denovo22909	Gemella_sanguinis
denovo22910	Alloprevotella_rava
denovo22916	Prevotella_jejuni
denovo2292	Actinomyces_meyeri
denovo22921	Streptococcus_parasanguinis
denovo22922	Actinomyces_massiliensis
denovo22925	Streptococcus_australis
denovo22928	Selenomonas_sputigena
denovo22929	Neisseria_flavescens
denovo22930	Eisenbergiella_tayi
denovo22931	Corynebacterium_pilbarense
denovo22932	Halomonas_hamiltonii
denovo22933	Prevotella_nanceiensis
denovo22934	Granulicatella_adiacens
denovo22935	Leptotrichia_hongkongensis
denovo22936	Mitsuaria_chitosanitabida
denovo22939	Enterococcus_faecalis
denovo2294	Streptococcus_pseudopneumoniae
denovo22941	Anaerococcus_octavius
denovo22942	Centipeda_periodontii
denovo22944	Granulicatella_elegans
denovo22946	Leptotrichia_buccalis
denovo2295	Prevotella_melaninogenica
denovo22951	Prevotella_jejuni
denovo22952	Ilyobacter_insuetus
denovo22956	Tatumella_terrea
denovo22957	Streptococcus_australis
denovo22958	Rothia_mucilaginosa
denovo22965	Streptococcus_lactarius
denovo22972	Oribacterium_sinus
denovo22978	Alloprevotella_rava
denovo22979	Prevotella_denticola
denovo22981	Prevotella_nanceiensis
denovo22984	Veillonella_denticariosi
denovo22985	Actinomyces_oris
denovo22988	Streptococcus_pseudopneumoniae
denovo22990	Streptococcus_cristatus
denovo22992	Veillonella_tobetsuensis
denovo22993	Lactobacillus_taiwanensis
denovo22994	Prevotella_histicola
denovo22996	Staphylococcus_aureus_subsp._anaerobius
denovo23	Streptococcus_infantis
denovo230	Veillonella_parvula
denovo23005	Pasteurella_dagmatis
denovo23007	Asteroleplasma_anaerobium
denovo23008	Streptococcus_mitis
denovo2301	Porphyromonas_endodontalis
denovo23010	Actinomyces_dentalis
denovo23013	Moraxella_catarrhalis
denovo23014	Corynebacterium_urealyticum
denovo23015	Capnocytophaga_sputigena
denovo23016	Staphylococcus_simulans
denovo23017	Fusobacterium_nucleatum_subsp._polymorphum
denovo23018	Prevotella_denticola
denovo23019	Veillonella_criceti
denovo2302	Prevotella_oulorum
denovo23020	Actinomyces_viscosus
denovo23021	Streptococcus_anginosus
denovo23022	Veillonella_parvula
denovo23028	Streptococcus_infantis
denovo23033	Mycoplasma_salivarium
denovo23035	Prevotella_jejuni
denovo23036	Neisseria_flavescens
denovo23037	Dialister_micraerophilus
denovo2304	Atopobium_parvulum
denovo23043	Burkholderia_terrae
denovo23044	Solobacterium_moorei
denovo23045	Actinomyces_bowdenii
denovo23047	Prevotella_bryantii
denovo23049	Anaerococcus_vaginalis
denovo23052	Clostridium_phytofermentans
denovo23056	Streptococcus_lactarius
denovo23058	Granulicatella_adiacens
denovo23059	Phocaeicola_abscessus
denovo23061	Veillonella_parvula
denovo23067	Enterococcus_faecalis
denovo23068	Streptococcus_constellatus_subsp._constellatus
denovo23069	Campylobacter_concisus
denovo23071	Parvimonas_micra
denovo23074	Streptococcus_anginosus
denovo23076	Dialister_invisus
denovo23077	Veillonella_magna
denovo23078	Porphyromonas_catoniae
denovo2308	Megasphaera_micronuciformis
denovo23080	Neisseria_sicca
denovo23087	Veillonella_tobetsuensis
denovo23088	Veillonella_dispar
denovo23089	Prevotella_saccharolytica
denovo2309	Bacteroides_acidifaciens
denovo23095	Prevotella_salivae
denovo23098	Streptococcus_salivarius_subsp._salivarius
denovo23099	Granulicatella_adiacens
denovo23101	Veillonella_tobetsuensis
denovo23102	Ureaplasma_parvum
denovo23103	Gemella_morbillorum
denovo23106	Ureaplasma_parvum
denovo23107	Prevotella_pallens
denovo23109	Ornithinimicrobium_kibberense
denovo23110	Actinomyces_viscosus
denovo23114	Mucilaginibacter_mallensis
denovo23117	Fusobacterium_nucleatum_subsp._polymorphum
denovo23119	Capnocytophaga_leadbetteri
denovo23121	Porphyromonas_gulae
denovo23125	Actinomyces_vaccimaxillae
denovo23126	Dorea_formicigenerans
denovo2313	Fusobacterium_nucleatum_subsp._vincentii
denovo23130	Veillonella_parvula
denovo23131	Nocardioides_pyridinolyticus
denovo23135	Porphyromonas_catoniae
denovo23136	Prevotella_oris
denovo23138	Prevotella_melaninogenica
denovo2314	Streptococcus_mitis
denovo23142	Eubacterium_saphenum
denovo23145	Lactobacillus_zeae
denovo23146	Corynebacterium_xerosis
denovo23148	Altererythrobacter_marinus
denovo2315	Alloprevotella_tannerae
denovo23150	Prevotella_intermedia
denovo23151	Neisseria_flavescens
denovo23155	Haemophilus_parainfluenzae
denovo23158	Lactobacillus_fermentum
denovo23159	Granulicatella_elegans
denovo23160	Prevotella_histicola
denovo23162	Prevotella_histicola
denovo23163	Veillonella_magna
denovo23166	Haemophilus_parainfluenzae
denovo2317	Staphylococcus_aureus_subsp._anaerobius
denovo23172	Staphylococcus_aureus_subsp._anaerobius
denovo23174	Marmoricola_bigeumensis
denovo23175	Prevotella_dentasini
denovo23178	Porphyromonas_catoniae
denovo23181	Leptotrichia_goodfellowii
denovo23184	Corynebacterium_simulans
denovo23187	Gemella_haemolysans
denovo23188	Rothia_dentocariosa
denovo23189	Prevotella_oris
denovo2319	Porphyromonas_endodontalis
denovo23191	Porphyromonas_endodontalis
denovo23192	Megasphaera_micronuciformis
denovo23193	Dialister_micraerophilus
denovo23195	Prevotella_dentasini
denovo23196	Treponema_medium
